ProviderNumber String,HospitalName String,City String,State String,ZIPCode str,CountyName String,PhoneNumber String,HospitalType String,HospitalOwner String,EmergencyService String,Condition String,MeasureCode String,MeasureName String,Sample String,StateAvg String
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,147 patients,CA_PN-2
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,159 patients,CA_PN-3B
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,,Pneumonia Patients Given Smoking Cessation Advice/Counseling,59 patients,CA_PN-4
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,,146 patients,CA_PN-5C
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),134 patients,CA_PN-6
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,,93534.0,,6619484781.0,Acute Care Hospitals,Proprietary,Yes,,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,118 patients,CA_PN-7
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,,45 patients,CA_SCIP-CARD-2
50204,,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,293 patients,CA_SCIP-INF-1
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,296 patients,CA_SCIP-INF-2
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),273 patients,CA_SCIP-INF-3
,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,5 patients,CA_SCIP-INF-4
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,,,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),424 patients,CA_SCIP-INF-6
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,189 patients,CA_SCIP-VTE-1
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,,189 patients,CA_SCIP-VTE-2
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,23 patients,
50205,,,CA,91740.0,LOS ANGELES,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,,20 patients,CA_AMI-2
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,,,91740.0,LOS ANGELES,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),4 patients,CA_AMI-3
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,CA_AMI-4
,,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,18 patients,CA_AMI-5
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CA_AMI-7A
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,CA_AMI-8A
,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,13 patients,CA_HF-1
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,27 patients,CA_HF-2
50205,,,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),10 patients,CA_HF-3
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,3 patients,CA_HF-4
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,,Voluntary non-profit - Private,,,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,68 patients,CA_PN-2
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,4 patients,CA_PN-3B
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,,6263350231.0,,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,10 patients,CA_PN-4
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,17 patients,CA_PN-5C
50205,,GLENDORA,CA,,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,,Pneumonia,PN-6,,,
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,,CA_PN-7
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,0 patients,CA_SCIP-CARD-2
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,1 patients,CA_SCIP-INF-1
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,1 patients,CA_SCIP-INF-2
,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0 patients,CA_SCIP-INF-3
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,,LOS ANGELES,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,CA_SCIP-INF-4
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),14 patients,CA_SCIP-INF-6
,EAST VALLEY HOSPITAL MEDICAL CENTER,,CA,91740.0,LOS ANGELES,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,10 patients,CA_SCIP-VTE-1
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,2 patients,CA_SCIP-VTE-2
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,57 patients,
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,,,AMI-2,Heart Attack Patients Given Aspirin at Discharge,36 patients,CA_AMI-2
,,,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3 patients,CA_AMI-3
50211,ALAMEDA HOSPITAL,ALAMEDA,,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,,4 patients,CA_AMI-4
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,39 patients,CA_AMI-5
50211,,,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,7 patients,CA_AMI-7A
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,,,,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,CA_AMI-8A
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,123 patients,CA_HF-1
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,172 patients,CA_HF-2
50211,ALAMEDA HOSPITAL,,,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),45 patients,CA_HF-3
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,,CA_HF-4
,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,CA_PN-2
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,,CA_PN-3B
50211,,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,15 patients,CA_PN-4
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,131 patients,CA_PN-5C
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),61 patients,CA_PN-6
50211,ALAMEDA HOSPITAL,,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,,Pneumonia Patients Assessed and Given Influenza Vaccination,66 patients,CA_PN-7
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,13 patients,CA_SCIP-CARD-2
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,64 patients,CA_SCIP-INF-1
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,65 patients,CA_SCIP-INF-2
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,,ALAMEDA,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),62 patients,CA_SCIP-INF-3
50211,,ALAMEDA,CA,,ALAMEDA,5105223700.0,,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,CA_SCIP-INF-4
50211,,ALAMEDA,CA,94501.0,,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),108 patients,
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501.0,ALAMEDA,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,69 patients,CA_SCIP-VTE-1
50211,ALAMEDA HOSPITAL,ALAMEDA,CA,,,5105223700.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,69 patients,CA_SCIP-VTE-2
50219,,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,12 patients,CA_AMI-1
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,8 patients,CA_AMI-2
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,CA_AMI-3
50219,,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,CA_AMI-4
,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,CA_AMI-5
50219,,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,6 patients,
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,CA_AMI-8A
50219,,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,77 patients,CA_HF-1
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,106 patients,CA_HF-2
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),12 patients,CA_HF-3
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,15 patients,CA_HF-4
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,94 patients,CA_PN-2
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,,,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,132 patients,CA_PN-3B
50219,,NORWALK,CA,90650.0,LOS ANGELES,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,32 patients,CA_PN-4
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,166 patients,CA_PN-5C
50219,,NORWALK,CA,90650.0,,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),146 patients,
50219,COAST PLAZA HOSPITAL,NORWALK,CA,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,,Pneumonia Patients Assessed and Given Influenza Vaccination,78 patients,CA_PN-7
50219,,NORWALK,,90650.0,LOS ANGELES,5628683751.0,Acute Care Hospitals,Voluntary non-profit - Private,,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,6 patients,CA_SCIP-CARD-2
